Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Württembergische Flurkarten;SO 02427;533542.3436;5346608.719;533541.6812;5347753.931;534686.9189;5347754.597;534687.5724;5346609.377
Württembergische Flurkarten;SO 02428;534687.5724;5346609.377;534686.9189;5347754.597;535832.1405;5347755.261;535832.8068;5346610.056
Württembergische Flurkarten;SO 02429;535832.8068;5346610.056;535832.1405;5347755.261;536977.3554;5347755.906;536978.0347;5346610.721
Württembergische Flurkarten;SO 02430;536978.0347;5346610.721;536977.3554;5347755.906;538122.6056;5347756.569;538123.2637;5346611.378
Württembergische Flurkarten;SO 02431;538123.2637;5346611.378;538122.6056;5347756.569;539267.8318;5347757.242;539268.4859;5346612.043
Württembergische Flurkarten;SO 02432;539268.4859;5346612.043;539267.8318;5347757.242;540413.0583;5347757.909;540413.721;5346612.705
Württembergische Flurkarten;SO 02433;540413.721;5346612.705;540413.0583;5347757.909;541558.2908;5347758.559;541558.9621;5346613.366
Württembergische Flurkarten;SO 02434;541558.9621;5346613.366;541558.2908;5347758.559;542703.5161;5347759.203;542704.189;5346614.029
Württembergische Flurkarten;SO 02435;542704.189;5346614.029;542703.5161;5347759.203;543848.7495;5347759.903;543849.4242;5346614.693
Württembergische Flurkarten;SO 02436;543849.4242;5346614.693;543848.7495;5347759.903;544993.9952;5347760.558;544994.6518;5346615.367
Württembergische Flurkarten;SO 02437;544994.6518;5346615.367;544993.9952;5347760.558;546139.253;5347761.231;546139.8985;5346616.042
Württembergische Flurkarten;SO 02438;546139.8985;5346616.042;546139.253;5347761.231;547284.482;5347761.914;547285.1214;5346616.699
Württembergische Flurkarten;SO 02439;547285.1214;5346616.699;547284.482;5347761.914;548429.7214;5347762.58;548430.3666;5346617.374
Württembergische Flurkarten;SO 03212;516369.3327;5337436.971;516368.6403;5338582.215;517513.7466;5338582.935;517514.4709;5337437.586
Württembergische Flurkarten;SO 03347;556453.0766;5336315.189;556452.413;5337460.395;557597.6694;5337461.05;557598.319;5336315.853
Württembergische Flurkarten;SO 03348;557598.319;5336315.853;557597.6694;5337461.05;558742.9226;5337461.711;558743.5841;5336316.505
Württembergische Flurkarten;SO 03349;558743.5841;5336316.505;558742.9226;5337461.711;559888.1629;5337462.401;559888.8423;5336317.181
Württembergische Flurkarten;SO 03350;559888.8423;5336317.181;559888.1629;5337462.401;561033.4174;5337463.064;561034.1085;5336317.893
Württembergische Flurkarten;SO 03351;561034.1085;5336317.893;561033.4174;5337463.064;562178.6889;5337463.75;562179.353;5336318.542
Württembergische Flurkarten;SO 03352;562179.353;5336318.542;562178.6889;5337463.75;563323.9527;5337464.428;563324.6264;5336319.238
Württembergische Flurkarten;SO 03353;563324.6264;5336319.238;563323.9527;5337464.428;564469.2359;5337465.1;564469.8741;5336319.899
Württembergische Flurkarten;SO 03354;564469.8741;5336319.899;564469.2359;5337465.1;565614.4831;5337465.757;565615.1515;5336320.587
Württembergische Flurkarten;SO 03355;565615.1515;5336320.587;565614.4831;5337465.757;566759.7635;5337466.433;566760.4185;5336321.231
Württembergische Flurkarten;SO 03356;566760.4185;5336321.231;566759.7635;5337466.433;567905.0397;5337467.088;567905.6984;5336321.886
Württembergische Flurkarten;SO 03357;567905.6984;5336321.886;567905.0397;5337467.088;569050.3244;5337467.769;569050.9758;5336322.563
Württembergische Flurkarten;SO 03358;569050.9758;5336322.563;569050.3244;5337467.769;570195.5977;5337468.443;570196.2584;5336323.226
Württembergische Flurkarten;SO 03359;570196.2584;5336323.226;570195.5977;5337468.443;571340.8652;5337469.092;571341.5367;5336323.876
Württembergische Flurkarten;SO 03360;571341.5367;5336323.876;571340.8652;5337469.092;572486.1392;5337469.765;572486.804;5336324.552
Württembergische Flurkarten;SO 03361;572486.804;5336324.552;572486.1392;5337469.765;573631.4338;5337470.426;573632.0906;5336325.212
Württembergische Flurkarten;SO 03362;573632.0906;5336325.212;573631.4338;5337470.426;574776.737;5337471.071;574777.3856;5336325.883
Württembergische Flurkarten;SO 03363;574777.3856;5336325.883;574776.737;5337471.071;575922.0153;5337471.728;575922.6847;5336326.541
Württembergische Flurkarten;SO 03365;577067.9741;5336327.204;577067.3051;5337472.405;578212.6003;5337473.064;578213.2543;5336327.857
Württembergische Flurkarten;SO 03366;578213.2543;5336327.857;578212.6003;5337473.064;579357.8873;5337473.729;579358.5601;5336328.523
Württembergische Flurkarten;SO 03367;579358.5601;5336328.523;579357.8873;5337473.729;580503.194;5337474.383;580503.8404;5336329.179
Württembergische Flurkarten;SO 03368;580503.8404;5336329.179;580503.194;5337474.383;581648.4948;5337475.01;581649.1593;5336329.821
Württembergische Flurkarten;SO 03401;503773.4731;5335139.011;503772.6944;5336283.991;504917.9;5336284.66;504918.6828;5335139.454
Württembergische Flurkarten;SO 03402;504918.6828;5335139.454;504917.9;5336284.66;506063.1138;5336285.364;506063.9315;5335140.225
Württembergische Flurkarten;SO 03403;506063.9315;5335140.225;506063.1138;5336285.364;507208.4487;5336286.069;507209.1342;5335140.821
Württembergische Flurkarten;SO 03404;507209.1342;5335140.821;507208.4487;5336286.069;508353.6856;5336286.958;508354.2782;5335141.631
Württembergische Flurkarten;SO 03405;508354.2782;5335141.631;508353.6856;5336286.958;509498.8295;5336287.668;509499.5281;5335142.32
Württembergische Flurkarten;SO 03406;509499.5281;5335142.32;509498.8295;5336287.668;510643.9684;5336288.377;510644.7725;5335143.118
Württembergische Flurkarten;SO 03407;510644.7725;5335143.118;510643.9684;5336288.377;511789.1892;5336289.087;511789.8923;5335143.862
Württembergische Flurkarten;SO 03408;511789.8923;5335143.862;511789.1892;5336289.087;512934.5029;5336289.823;512935.1304;5335144.513
Württembergische Flurkarten;SO 03409;512935.1304;5335144.513;512934.5029;5336289.823;514079.6152;5336290.4;514080.2906;5335145.275
Württembergische Flurkarten;SO 03410;514080.2906;5335145.275;514079.6152;5336290.4;515224.8204;5336291.14;515225.4609;5335145.919
Württembergische Flurkarten;SO 03411;515225.4609;5335145.919;515224.8204;5336291.14;516369.9589;5336291.837;516370.6684;5335146.604
Württembergische Flurkarten;SO 04147;556458.3394;5327153.591;556457.6798;5328298.785;557602.954;5328299.453;557603.6211;5327154.264
Württembergische Flurkarten;SO 03547;556454.3809;5334024.788;556453.7211;5335169.982;557598.9707;5335170.652;557599.6387;5334025.454
Württembergische Flurkarten;SO 03548;557599.6387;5334025.454;557598.9707;5335170.652;558744.2401;5335171.316;558744.9048;5334026.125
Württembergische Flurkarten;SO 03549;558744.9048;5334026.125;558744.2401;5335171.316;559889.5203;5335171.983;559890.159;5334026.796
Württembergische Flurkarten;SO 03550;559890.159;5334026.796;559889.5203;5335171.983;561034.7784;5335172.665;561035.4507;5334027.464
Württembergische Flurkarten;SO 03551;561035.4507;5334027.464;561034.7784;5335172.665;562180.0341;5335173.345;562180.6976;5334028.137
Württembergische Flurkarten;SO 03552;562180.6976;5334028.137;562180.0341;5335173.345;563325.2743;5335174.018;563325.9594;5334028.795
Württembergische Flurkarten;SO 03553;563325.9594;5334028.795;563325.2743;5335174.018;564470.5382;5335174.682;564471.2202;5334029.461
Württembergische Flurkarten;SO 03554;564471.2202;5334029.461;564470.5382;5335174.682;565615.8191;5335175.373;565616.487;5334030.152
Württembergische Flurkarten;SO 03555;565616.487;5334030.152;565615.8191;5335175.373;566761.0799;5335176.031;566761.7567;5334030.818
Württembergische Flurkarten;SO 03556;566761.7567;5334030.818;566761.0799;5335176.031;567906.3624;5335176.695;567907.0208;5334031.497
Württembergische Flurkarten;SO 03557;567907.0208;5334031.497;567906.3624;5335176.695;569051.6394;5335177.362;569052.2966;5334032.165
Württembergische Flurkarten;SO 03558;569052.2966;5334032.165;569051.6394;5335177.362;570196.911;5335178.022;570197.5625;5334032.818
Württembergische Flurkarten;SO 03559;570197.5625;5334032.818;570196.911;5335178.022;571342.2021;5335178.691;571342.8636;5334033.467
Württembergische Flurkarten;SO 03560;571342.8636;5334033.467;571342.2021;5335178.691;572487.4659;5335179.35;572488.1328;5334034.137
Württembergische Flurkarten;SO 03561;572488.1328;5334034.137;572487.4659;5335179.35;573632.7614;5335179.994;573633.4237;5334034.784
Württembergische Flurkarten;SO 03562;573633.4237;5334034.784;573632.7614;5335179.994;574778.0554;5335180.665;574778.7105;5334035.453
Württembergische Flurkarten;SO 03563;574778.7105;5334035.453;574778.0554;5335180.665;575923.3456;5335181.334;575923.9943;5334036.133
Württembergische Flurkarten;SO 03564;575923.9943;5334036.133;575923.3456;5335181.334;577068.6265;5335181.985;577069.2899;5334036.782
Württembergische Flurkarten;SO 03565;577069.2899;5334036.782;577068.6265;5335181.985;578213.9146;5335182.649;578214.5791;5334037.442
Württembergische Flurkarten;SO 03567;579359.8813;5334038.101;579359.2183;5335183.307;580504.5035;5335183.974;580505.1719;5334038.751
Württembergische Flurkarten;SO 03568;580505.1719;5334038.751;580504.5035;5335183.974;581649.8057;5335184.627;581650.4678;5334039.417
Württembergische Flurkarten;SO 03569;581650.4678;5334039.417;581649.8057;5335184.627;582795.1149;5335185.296;582795.7804;5334040.104
Württembergische Flurkarten;SO 03601;503774.8196;5332848.618;503774.2214;5333993.663;504919.3582;5333994.267;504920.1594;5332849.121
Württembergische Flurkarten;SO 03602;504920.1594;5332849.121;504919.3582;5333994.267;506064.5001;5333994.971;506065.3299;5332849.822
Württembergische Flurkarten;SO 03603;506065.3299;5332849.822;506064.5001;5333994.971;507209.7731;5333995.618;507210.539;5332850.526
Württembergische Flurkarten;SO 03604;507210.539;5332850.526;507209.7731;5333995.618;508355.0811;5333996.476;508355.6676;5332851.129
Württembergische Flurkarten;SO 03605;508355.6676;5332851.129;508355.0811;5333996.476;509500.2251;5333997.178;509500.9153;5332851.934
Württembergische Flurkarten;SO 03606;509500.9153;5332851.934;509500.2251;5333997.178;510645.451;5333997.886;510646.1507;5332852.669
Württembergische Flurkarten;SO 03607;510646.1507;5332852.669;510645.451;5333997.886;511790.6704;5333998.673;511791.3204;5332853.522
Württembergische Flurkarten;SO 03608;511791.3204;5332853.522;511790.6704;5333998.673;512935.9916;5333999.446;512936.466;5332854.278
Württembergische Flurkarten;SO 03609;512936.466;5332854.278;512935.9916;5333999.446;514080.9088;5334000.019;514081.606;5332854.874
Württembergische Flurkarten;SO 03610;514081.606;5332854.874;514080.9088;5334000.019;515226.1602;5334000.693;515226.8967;5332855.614
Württembergische Flurkarten;SO 01148;557583.6811;5361510.435;557583.0117;5362655.637;558728.2782;5362656.298;558728.9429;5361511.09
Württembergische Flurkarten;SO 03013;517513.1171;5339728.307;517512.536;5340873.36;518657.6607;5340874.019;518658.2459;5339728.812
Württembergische Flurkarten;SO 03014;518658.2459;5339728.812;518657.6607;5340874.019;519802.9035;5340874.663;519803.6047;5339729.486
Württembergische Flurkarten;SO 03015;519803.6047;5339729.486;519802.9035;5340874.663;520948.0992;5340875.351;520948.6282;5339730.315
Württembergische Flurkarten;SO 03016;520948.6282;5339730.315;520948.0992;5340875.351;522093.4448;5340876.042;522094.1092;5339730.843
Württembergische Flurkarten;SO 03017;522094.1092;5339730.843;522093.4448;5340876.042;523238.6553;5340876.727;523239.3187;5339731.518
Württembergische Flurkarten;SO 03018;523239.3187;5339731.518;523238.6553;5340876.727;524383.8902;5340877.389;524384.5466;5339732.191
Württembergische Flurkarten;SO 03019;524384.5466;5339732.191;524383.8902;5340877.389;525529.1175;5340878.064;525529.7832;5339732.855
Württembergische Flurkarten;SO 03020;525529.7832;5339732.855;525529.1175;5340878.064;526674.3366;5340878.741;526675.0073;5339733.549
Württembergische Flurkarten;SO 03021;526675.0073;5339733.549;526674.3366;5340878.741;527819.5573;5340879.416;527820.2267;5339734.21
Württembergische Flurkarten;SO 03022;527820.2267;5339734.21;527819.5573;5340879.416;528964.7809;5340880.091;528965.4432;5339734.892
Württembergische Flurkarten;SO 03023;528965.4432;5339734.892;528964.7809;5340880.091;530110.0044;5340880.764;530110.6792;5339735.564
Württembergische Flurkarten;SO 03024;530110.6792;5339735.564;530110.0044;5340880.764;531255.2277;5340881.419;531255.8861;5339736.218
Württembergische Flurkarten;SO 03025;531255.8861;5339736.218;531255.2277;5340881.419;532400.4488;5340882.077;532401.1052;5339736.874
Württembergische Flurkarten;SO 03026;532401.1052;5339736.874;532400.4488;5340882.077;533545.6682;5340882.737;533546.3299;5339737.536
Württembergische Flurkarten;SO 03027;533546.3299;5339737.536;533545.6682;5340882.737;534690.8998;5340883.4;534691.5605;5339738.193
Württembergische Flurkarten;SO 03028;534691.5605;5339738.193;534690.8998;5340883.4;535836.1273;5340884.052;535836.7781;5339738.854
Württembergische Flurkarten;SO 03029;535836.7781;5339738.854;535836.1273;5340884.052;536981.3442;5340884.695;536982.0022;5339739.492
Württembergische Flurkarten;SO 03030;536982.0022;5339739.492;536981.3442;5340884.695;538126.5857;5340885.352;538127.2335;5339740.155
Württembergische Flurkarten;SO 03031;538127.2335;5339740.155;538126.5857;5340885.352;539271.803;5340886.025;539272.4589;5339740.838
Württembergische Flurkarten;SO 03032;539272.4589;5339740.838;539271.803;5340886.025;540417.0309;5340886.679;540417.6841;5339741.501
Württembergische Flurkarten;SO 03033;540417.6841;5339741.501;540417.0309;5340886.679;541562.249;5340887.356;541562.9071;5339742.171
Württembergische Flurkarten;SO 03035;542708.1434;5339742.815;542707.4888;5340888.021;543852.7274;5340888.679;543853.3906;5339743.489
Württembergische Flurkarten;SO 03036;543853.3906;5339743.489;543852.7274;5340888.679;544997.956;5340889.365;544998.6384;5339744.141
Württembergische Flurkarten;SO 03037;544998.6384;5339744.141;544997.956;5340889.365;546143.1897;5340890.004;546143.8781;5339744.797
Württembergische Flurkarten;SO 03038;546143.8781;5339744.797;546143.1897;5340890.004;547288.4467;5340890.658;547289.1256;5339745.456
Württembergische Flurkarten;SO 03039;547289.1256;5339745.456;547288.4467;5340890.658;548433.6834;5340891.334;548434.351;5339746.125
Württembergische Flurkarten;SO 03040;548434.351;5339746.125;548433.6834;5340891.334;549578.9205;5340892.003;549579.5913;5339746.797
Württembergische Flurkarten;SO 03041;549579.5913;5339746.797;549578.9205;5340892.003;550724.1834;5340892.663;550724.8402;5339747.455
Württembergische Flurkarten;SO 03042;550724.8402;5339747.455;550724.1834;5340892.663;551869.4346;5340893.34;551870.0946;5339748.134
Württembergische Flurkarten;SO 03043;551870.0946;5339748.134;551869.4346;5340893.34;553014.6585;5340894.006;553015.3305;5339748.802
Württembergische Flurkarten;SO 03044;553015.3305;5339748.802;553014.6585;5340894.006;554159.9005;5340894.672;554160.5794;5339749.463
Württembergische Flurkarten;SO 03045;554160.5794;5339749.463;554159.9005;5340894.672;555305.1649;5340895.331;555305.8364;5339750.115
Württembergische Flurkarten;SO 03744;553019.9706;5331732.383;553019.2985;5332877.586;554164.5662;5332878.252;554165.2242;5331733.039
Württembergische Flurkarten;SO 03213;517514.4709;5337437.586;517513.7466;5338582.935;518658.9268;5338583.751;518659.5596;5337438.462
Württembergische Flurkarten;SO 03214;518659.5596;5337438.462;518658.9268;5338583.751;519804.1766;5338584.483;519804.8865;5337439.324
Württembergische Flurkarten;SO 03215;519804.8865;5337439.324;519804.1766;5338584.483;520949.4199;5338585.156;520950.0516;5337439.917
Württembergische Flurkarten;SO 03216;520950.0516;5337439.917;520949.4199;5338585.156;522094.7713;5338585.652;522095.4352;5337440.443
Württembergische Flurkarten;SO 03217;522095.4352;5337440.443;522094.7713;5338585.652;523239.9856;5338586.323;523240.6452;5337441.105
Württembergische Flurkarten;SO 03218;523240.6452;5337441.105;523239.9856;5338586.323;524385.2316;5338586.97;524385.8694;5337441.764
Württembergische Flurkarten;SO 03219;524385.8694;5337441.764;524385.2316;5338586.97;525530.4496;5338587.656;525531.0985;5337442.438
Württembergische Flurkarten;SO 03220;525531.0985;5337442.438;525530.4496;5338587.656;526675.6681;5338588.318;526676.3238;5337443.115
Württembergische Flurkarten;SO 03221;526676.3238;5337443.115;526675.6681;5338588.318;527820.8894;5338589.004;527821.5395;5337443.787
Württembergische Flurkarten;SO 03222;527821.5395;5337443.787;527820.8894;5338589.004;528966.1089;5338589.665;528966.7548;5337444.463
Württembergische Flurkarten;SO 03223;528966.7548;5337444.463;528966.1089;5338589.665;530111.3313;5338590.338;530111.9871;5337445.122
Württembergische Flurkarten;SO 03224;530111.9871;5337445.122;530111.3313;5338590.338;531256.544;5338591.006;531257.2019;5337445.783
Württembergische Flurkarten;SO 03225;531257.2019;5337445.783;531256.544;5338591.006;532401.7684;5338591.678;532402.4269;5337446.454
Württembergische Flurkarten;SO 03226;532402.4269;5337446.454;532401.7684;5338591.678;533546.9855;5338592.319;533547.6342;5337447.123
Württembergische Flurkarten;SO 03227;533547.6342;5337447.123;533546.9855;5338592.319;534692.2034;5338592.994;534692.8541;5337447.79
Württembergische Flurkarten;SO 03228;534692.8541;5337447.79;534692.2034;5338592.994;535837.429;5338593.672;535838.079;5337448.454
Württembergische Flurkarten;SO 03229;535838.079;5337448.454;535837.429;5338593.672;536982.665;5338594.308;536983.315;5337449.092
Württembergische Flurkarten;SO 03230;536983.315;5337449.092;536982.665;5338594.308;538127.8911;5338594.935;538128.5402;5337449.754
Württembergische Flurkarten;SO 03231;538128.5402;5337449.754;538127.8911;5338594.935;539273.1147;5338595.631;539273.7743;5337450.416
Württembergische Flurkarten;SO 03232;539273.7743;5337450.416;539273.1147;5338595.631;540418.3548;5338596.306;540419.0255;5337451.081
Württembergische Flurkarten;SO 03233;540419.0255;5337451.081;540418.3548;5338596.306;541563.5806;5338596.969;541564.2534;5337451.752
Württembergische Flurkarten;SO 03234;541564.2534;5337451.752;541563.5806;5338596.969;542708.8166;5338597.614;542709.4951;5337452.412
Württembergische Flurkarten;SO 03235;542709.4951;5337452.412;542708.8166;5338597.614;543854.0659;5338598.269;543854.7296;5337453.071
Württembergische Flurkarten;SO 03237;544999.9489;5337453.733;544999.2971;5338598.935;546144.5367;5338599.611;546145.1964;5337454.408
Württembergische Flurkarten;SO 03238;546145.1964;5337454.408;546144.5367;5338599.611;547289.7716;5338600.26;547290.43;5337455.081
Württembergische Flurkarten;SO 03239;547290.43;5337455.081;547289.7716;5338600.26;548435.0212;5338600.924;548435.6707;5337455.736
Württembergische Flurkarten;SO 03240;548435.6707;5337455.736;548435.0212;5338600.924;549580.2708;5338601.599;549580.9044;5337456.395
Württembergische Flurkarten;SO 03241;549580.9044;5337456.395;549580.2708;5338601.599;550725.5129;5338602.269;550726.1579;5337457.054
Württembergische Flurkarten;SO 03242;550726.1579;5337457.054;550725.5129;5338602.269;551870.7598;5338602.93;551871.4012;5337457.729
Württembergische Flurkarten;SO 03243;551871.4012;5337457.729;551870.7598;5338602.93;553015.9905;5338603.587;553016.6594;5337458.383
Württembergische Flurkarten;SO 03244;553016.6594;5337458.383;553015.9905;5338603.587;554161.2396;5338604.258;554161.9019;5337459.055
Württembergische Flurkarten;SO 03245;554161.9019;5337459.055;554161.2396;5338604.258;555306.4978;5338604.931;555307.1534;5337459.736
Württembergische Flurkarten;SO 03945;554166.517;5329442.641;554165.8752;5330587.84;555311.1233;5330588.52;555311.7841;5329443.32
Württembergische Flurkarten;SO 04148;557603.6211;5327154.264;557602.954;5328299.453;558748.2292;5328300.132;558748.872;5327154.931
Württembergische Flurkarten;SO 04149;558748.872;5327154.931;558748.2292;5328300.132;559893.4709;5328300.804;559894.1347;5327155.598
Württembergische Flurkarten;SO 04150;559894.1347;5327155.598;559893.4709;5328300.804;561038.7216;5328301.467;561039.3854;5327156.276
Württembergische Flurkarten;SO 04151;561039.3854;5327156.276;561038.7216;5328301.467;562183.9981;5328302.155;562184.6527;5327156.96
Württembergische Flurkarten;SO 04152;562184.6527;5327156.96;562183.9981;5328302.155;563329.2805;5328302.83;563329.9387;5327157.636
Württembergische Flurkarten;SO 04153;563329.9387;5327157.636;563329.2805;5328302.83;564474.5364;5328303.488;564475.2049;5327158.298
Württembergische Flurkarten;SO 04154;564475.2049;5327158.298;564474.5364;5328303.488;565619.806;5328304.169;565620.4887;5327158.974
Württembergische Flurkarten;SO 04155;565620.4887;5327158.974;565619.806;5328304.169;566765.0935;5328304.823;566765.7607;5327159.637
Württembergische Flurkarten;SO 04156;566765.7607;5327159.637;566765.0935;5328304.823;567910.3867;5328305.494;567911.0423;5327160.311
Württembergische Flurkarten;SO 04157;567911.0423;5327160.311;567910.3867;5328305.494;569055.6539;5328306.16;569056.3001;5327160.959
Württembergische Flurkarten;SO 04158;569056.3001;5327160.959;569055.6539;5328306.16;570200.9313;5328306.811;570201.5716;5327161.604
Württembergische Flurkarten;SO 04159;570201.5716;5327161.604;570200.9313;5328306.811;571346.2045;5328307.47;571346.8522;5327162.265
Württembergische Flurkarten;SO 04160;571346.8522;5327162.265;571346.2045;5328307.47;572491.4911;5328308.124;572492.135;5327162.923
Württembergische Flurkarten;SO 04161;572492.135;5327162.923;572491.4911;5328308.124;573636.7659;5328308.767;573637.4284;5327163.555
Württembergische Flurkarten;SO 04162;573637.4284;5327163.555;573636.7659;5328308.767;574782.0572;5328309.427;574782.7196;5327164.215
Württembergische Flurkarten;SO 04163;574782.7196;5327164.215;574782.0572;5328309.427;575927.3372;5328310.072;575928.0089;5327164.862
Württembergische Flurkarten;SO 04164;575928.0089;5327164.862;575927.3372;5328310.072;577072.6186;5328310.725;577073.2791;5327165.514
Württembergische Flurkarten;SO 04165;577073.2791;5327165.514;577072.6186;5328310.725;578217.9096;5328311.384;578218.5734;5327166.152
Württembergische Flurkarten;SO 04166;578218.5734;5327166.152;578217.9096;5328311.384;579363.1922;5328312.035;579363.8663;5327166.826
Württembergische Flurkarten;SO 04167;579363.8663;5327166.826;579363.1922;5328312.035;580508.4764;5328312.705;580509.1374;5327167.501
Württembergische Flurkarten;SO 04168;580509.1374;5327167.501;580508.4764;5328312.705;581653.7678;5328313.375;581654.436;5327168.159
Württembergische Flurkarten;SO 04169;581654.436;5327168.159;581653.7678;5328313.375;582799.053;5328314.039;582799.7252;5327168.839
Württembergische Flurkarten;SO 04170;582799.7252;5327168.839;582799.053;5328314.039;583944.3636;5328314.709;583945.0175;5327169.508
Württembergische Flurkarten;SO 04171;583945.0175;5327169.508;583944.3636;5328314.709;585089.6679;5328315.368;585090.3057;5327170.163
Württembergische Flurkarten;SO 04205;508359.9319;5325980.558;508358.9641;5327125.512;509504.3111;5327126.316;509504.9162;5325981.358
Württembergische Flurkarten;SO 04207;510650.05;5325981.981;510649.4491;5327127.109;511794.4917;5327127.719;511795.1842;5325982.677
Württembergische Flurkarten;SO 04208;511795.1842;5325982.677;511794.4917;5327127.719;512939.8289;5327128.517;512940.3746;5325983.376
Württembergische Flurkarten;SO 04209;512940.3746;5325983.376;512939.8289;5327128.517;514084.8236;5327129.38;514085.4685;5325984.072
Württembergische Flurkarten;SO 04210;514085.4685;5325984.072;514084.8236;5327129.38;515229.9636;5327130.074;515230.6467;5325985.075
Württembergische Flurkarten;SO 04211;515230.6467;5325985.075;515229.9636;5327130.074;516374.8949;5327130.785;516375.6159;5325985.714
Württembergische Flurkarten;SO 04212;516375.6159;5325985.714;516374.8949;5327130.785;517520.0138;5327131.51;517520.6942;5325986.455
Württembergische Flurkarten;SO 04213;517520.6942;5325986.455;517520.0138;5327131.51;518665.3933;5327132.079;518666.1292;5325986.805
Württembergische Flurkarten;SO 01821;526667.0483;5353475.966;526666.3815;5354621.175;527811.6021;5354621.844;527812.266;5353476.641
Württembergische Flurkarten;SO 01149;558728.9429;5361511.09;558728.2782;5362656.298;559873.547;5362656.958;559874.1902;5361511.756
Württembergische Flurkarten;SO 01150;559874.1902;5361511.756;559873.547;5362656.958;561018.8058;5362657.61;561019.4511;5361512.407
Württembergische Flurkarten;SO 01151;561019.4511;5361512.407;561018.8058;5362657.61;562164.0738;5362658.285;562164.7237;5361513.079
Württembergische Flurkarten;SO 01152;562164.7237;5361513.079;562164.0738;5362658.285;563309.3249;5362658.965;563309.9879;5361513.76
Württembergische Flurkarten;SO 01153;563309.9879;5361513.76;563309.3249;5362658.965;564454.5908;5362659.649;564455.2674;5361514.438
Württembergische Flurkarten;SO 01154;564455.2674;5361514.438;564454.5908;5362659.649;565599.8619;5362660.315;565600.5432;5361515.109
Württembergische Flurkarten;SO 01155;565600.5432;5361515.109;565599.8619;5362660.315;566745.1433;5362660.979;566745.8023;5361515.763
Württembergische Flurkarten;SO 01156;566745.8023;5361515.763;566745.1433;5362660.979;567890.4147;5362661.644;567891.0778;5361516.43
Württembergische Flurkarten;SO 01157;567891.0778;5361516.43;567890.4147;5362661.644;569035.7027;5362662.303;569036.3624;5361517.096
Württembergische Flurkarten;SO 01158;569036.3624;5361517.096;569035.7027;5362662.303;570180.9682;5362662.973;570181.6295;5361517.769
Württembergische Flurkarten;SO 01159;570181.6295;5361517.769;570180.9682;5362662.973;571326.2648;5362663.667;571326.916;5361518.458
Württembergische Flurkarten;SO 01160;571326.916;5361518.458;571326.2648;5362663.667;572471.5487;5362664.328;572472.1901;5361519.102
Württembergische Flurkarten;SO 01161;572472.1901;5361519.102;572471.5487;5362664.328;573616.8282;5362664.991;573617.4944;5361519.783
Württembergische Flurkarten;SO 01162;573617.4944;5361519.783;573616.8282;5362664.991;574762.1115;5362665.67;574762.7748;5361520.442
Württembergische Flurkarten;SO 01163;574762.7748;5361520.442;574762.1115;5362665.67;575907.3688;5362666.339;575908.0289;5361521.141
Württembergische Flurkarten;SO 01201;503758.8888;5360333.76;503758.238;5361478.935;504903.4537;5361479.637;504904.0993;5360334.427
Württembergische Flurkarten;SO 01202;504904.0993;5360334.427;504903.4537;5361479.637;506048.6153;5361480.312;506049.2948;5360335.098
Württembergische Flurkarten;SO 01203;506049.2948;5360335.098;506048.6153;5361480.312;507193.8228;5361480.987;507194.4602;5360335.752
Württembergische Flurkarten;SO 01204;507194.4602;5360335.752;507193.8228;5361480.987;508339.03;5361481.652;508339.6802;5360336.429
Württembergische Flurkarten;SO 01205;508339.6802;5360336.429;508339.03;5361481.652;509484.2162;5361482.312;509484.8877;5360337.107
Württembergische Flurkarten;SO 01206;509484.8877;5360337.107;509484.2162;5361482.312;510629.4299;5361482.973;510630.11;5360337.779
Württembergische Flurkarten;SO 01207;510630.11;5360337.779;510629.4299;5361482.973;511774.6357;5361483.65;511775.3178;5360338.451
Württembergische Flurkarten;SO 01208;511775.3178;5360338.451;511774.6357;5361483.65;512919.8515;5361484.333;512920.5332;5360339.122
Württembergische Flurkarten;SO 01209;512920.5332;5360339.122;512919.8515;5361484.333;514065.069;5361485.019;514065.7356;5360339.806
Württembergische Flurkarten;SO 01210;514065.7356;5360339.806;514065.069;5361485.019;515210.28;5361485.689;515210.9474;5360340.485
Württembergische Flurkarten;SO 01211;515210.9474;5360340.485;515210.28;5361485.689;516355.4968;5361486.361;516356.1565;5360341.157
Württembergische Flurkarten;SO 01212;516356.1565;5360341.157;516355.4968;5361486.361;517500.688;5361487.032;517501.3524;5360341.824
Württembergische Flurkarten;SO 01214;518646.5533;5360342.498;518645.8794;5361487.694;519791.1047;5361488.369;519791.766;5360343.167
Württembergische Flurkarten;SO 01215;519791.766;5360343.167;519791.1047;5361488.369;520936.3109;5361489.028;520936.9848;5360343.824
Württembergische Flurkarten;SO 01216;520936.9848;5360343.824;520936.3109;5361489.028;522081.5088;5361489.715;522082.1918;5360344.507
Württembergische Flurkarten;SO 01217;522082.1918;5360344.507;522081.5088;5361489.715;523226.7277;5361490.381;523227.3857;5360345.175
Württembergische Flurkarten;SO 01218;523227.3857;5360345.175;523226.7277;5361490.381;524371.9501;5361491.057;524372.6063;5360345.845
Württembergische Flurkarten;SO 02030;536975.398;5351191.555;536974.7329;5352336.759;538119.9515;5352337.408;538120.624;5351192.209
