Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Württembergische Flurkarten;SO 03745;554165.2242;5331733.039;554164.5662;5332878.252;555309.8056;5332878.921;555310.4662;5331733.716
Württembergische Flurkarten;SO 03746;555310.4662;5331733.716;555309.8056;5332878.921;556455.04;5332879.588;556455.706;5331734.385
Württembergische Flurkarten;SO 03747;556455.706;5331734.385;556455.04;5332879.588;557600.2888;5332880.25;557600.9533;5331735.046
Württembergische Flurkarten;SO 03748;557600.9533;5331735.046;557600.2888;5332880.25;558745.547;5332880.926;558746.2244;5331735.732
Württembergische Flurkarten;SO 03749;558746.2244;5331735.732;558745.547;5332880.926;559890.8143;5332881.613;559891.4934;5331736.409
Württembergische Flurkarten;SO 03750;559891.4934;5331736.409;559890.8143;5332881.613;561036.0872;5332882.267;561036.7488;5331737.094
Württembergische Flurkarten;SO 03751;561036.7488;5331737.094;561036.0872;5332882.267;562181.3538;5332882.931;562182.012;5331737.739
Württembergische Flurkarten;SO 03752;562182.012;5331737.739;562181.3538;5332882.931;563326.6047;5332883.605;563327.2777;5331738.411
Württembergische Flurkarten;SO 03753;563327.2777;5331738.411;563326.6047;5332883.605;564471.8803;5332884.275;564472.5412;5331739.071
Württembergische Flurkarten;SO 03754;564472.5412;5331739.071;564471.8803;5332884.275;565617.1518;5332884.949;565617.8043;5331739.736
Württembergische Flurkarten;SO 03755;565617.8043;5331739.736;565617.1518;5332884.949;566762.4302;5332885.632;566763.0781;5331740.42
Württembergische Flurkarten;SO 03756;566763.0781;5331740.42;566762.4302;5332885.632;567907.6906;5332886.29;567908.3558;5331741.079
Württembergische Flurkarten;SO 03757;567908.3558;5331741.079;567907.6906;5332886.29;569052.9634;5332886.954;569053.6422;5331741.736
Württembergische Flurkarten;SO 03758;569053.6422;5331741.736;569052.9634;5332886.954;570198.2315;5332887.611;570198.9274;5331742.427
Württembergische Flurkarten;SO 03759;570198.9274;5331742.427;570198.2315;5332887.611;571343.5431;5332888.277;571344.2088;5331743.094
Württembergische Flurkarten;SO 03760;571344.2088;5331743.094;571343.5431;5332888.277;572488.8151;5332888.941;572489.4905;5331743.756
Württembergische Flurkarten;SO 03761;572489.4905;5331743.756;572488.8151;5332888.941;573634.0929;5332889.59;573634.7589;5331744.401
Württembergische Flurkarten;SO 03762;573634.7589;5331744.401;573634.0929;5332889.59;574779.3823;5332890.26;574780.0487;5331745.072
Württembergische Flurkarten;SO 03763;574780.0487;5331745.072;574779.3823;5332890.26;575924.6641;5332890.923;575925.3338;5331745.719
Württembergische Flurkarten;SO 03764;575925.3338;5331745.719;575924.6641;5332890.923;577069.9561;5332891.574;577070.6228;5331746.367
Württembergische Flurkarten;SO 03765;577070.6228;5331746.367;577069.9561;5332891.574;578215.24;5332892.235;578215.8982;5331747.026
Württembergische Flurkarten;SO 03766;578215.8982;5331747.026;578215.24;5332892.235;579360.5369;5332892.895;579361.1899;5331747.679
Württembergische Flurkarten;SO 03767;579361.1899;5331747.679;579360.5369;5332892.895;580505.8393;5332893.548;580506.4966;5331748.339
Württembergische Flurkarten;SO 03768;580506.4966;5331748.339;580505.8393;5332893.548;581651.1341;5332894.218;581651.7939;5331749.012
Württembergische Flurkarten;SO 03769;581651.7939;5331749.012;581651.1341;5332894.218;582796.4512;5332894.896;582797.1133;5331749.689
Württembergische Flurkarten;SO 03801;503776.0926;5330558.158;503775.4758;5331703.397;504920.7574;5331703.98;504921.3558;5330558.837
Württembergische Flurkarten;SO 03802;504921.3558;5330558.837;504920.7574;5331703.98;506065.8989;5331704.585;506066.6972;5330559.433
Württembergische Flurkarten;SO 03803;506066.6972;5330559.433;506065.8989;5331704.585;507211.1341;5331705.281;507212.0264;5330560.024
Württembergische Flurkarten;SO 03804;507212.0264;5330560.024;507211.1341;5331705.281;508356.4654;5331705.903;508357.1695;5330560.838
Württembergische Flurkarten;SO 03806;509502.2096;5330561.652;509501.4178;5331706.708;510646.7641;5331707.399;510647.2509;5330562.251
Württembergische Flurkarten;SO 03807;510647.2509;5330562.251;510646.7641;5331707.399;511792.0638;5331708.097;511792.4859;5330562.955
Württembergische Flurkarten;SO 03808;511792.4859;5330562.955;511792.0638;5331708.097;512937.0266;5331708.953;512937.7122;5330563.692
Württembergische Flurkarten;SO 01358;569037.6724;5359226.688;569037.0258;5360371.894;570182.308;5360372.569;570182.9485;5359227.382
Württembergische Flurkarten;SO 03946;555311.7841;5329443.32;555311.1233;5330588.52;556456.3771;5330589.191;556457.0428;5329443.996
Württembergische Flurkarten;SO 03947;556457.0428;5329443.996;556456.3771;5330589.191;557601.6542;5330589.867;557602.2858;5329444.669
Württembergische Flurkarten;SO 03948;557602.2858;5329444.669;557601.6542;5330589.867;558746.9009;5330590.545;558747.5478;5329445.348
Württembergische Flurkarten;SO 03949;558747.5478;5329445.348;558746.9009;5330590.545;559892.1507;5330591.219;559892.8064;5329446.015
Württembergische Flurkarten;SO 03950;559892.8064;5329446.015;559892.1507;5330591.219;561037.4248;5330591.894;561038.0822;5329446.68
Württembergische Flurkarten;SO 03951;561038.0822;5329446.68;561037.4248;5330591.894;562182.6726;5330592.541;562183.3343;5329447.355
Württembergische Flurkarten;SO 03952;562183.3343;5329447.355;562182.6726;5330592.541;563327.9447;5330593.203;563328.6116;5329448.011
Württembergische Flurkarten;SO 03953;563328.6116;5329448.011;563327.9447;5330593.203;564473.2076;5330593.866;564473.8821;5329448.686
Württembergische Flurkarten;SO 03954;564473.8821;5329448.686;564473.2076;5330593.866;565618.4763;5330594.527;565619.1537;5329449.34
Württembergische Flurkarten;SO 03955;565619.1537;5329449.34;565618.4763;5330594.527;566763.7466;5330595.204;566764.4287;5329450.015
Württembergische Flurkarten;SO 03956;566764.4287;5329450.015;566763.7466;5330595.204;567909.0336;5330595.884;567909.6989;5329450.698
Württembergische Flurkarten;SO 03957;567909.6989;5329450.698;567909.0336;5330595.884;569054.3214;5330596.552;569055.0035;5329451.355
Württembergische Flurkarten;SO 03958;569055.0035;5329451.355;569054.3214;5330596.552;570199.5984;5330597.226;570200.265;5329452.02
Württembergische Flurkarten;SO 03959;570200.265;5329452.02;570199.5984;5330597.226;571344.8993;5330597.896;571345.5453;5329452.689
Württembergische Flurkarten;SO 03960;571345.5453;5329452.689;571344.8993;5330597.896;572490.171;5330598.559;572490.8312;5329453.354
Württembergische Flurkarten;SO 03961;572490.8312;5329453.354;572490.171;5330598.559;573635.4461;5330599.193;573636.11;5329453.986
Württembergische Flurkarten;SO 03962;573636.11;5329453.986;573635.4461;5330599.193;574780.7345;5330599.854;574781.3926;5329454.638
Württembergische Flurkarten;SO 03963;574781.3926;5329454.638;574780.7345;5330599.854;575926.0063;5330600.512;575926.6714;5329455.282
Württembergische Flurkarten;SO 03964;575926.6714;5329455.282;575926.0063;5330600.512;577071.2823;5330601.155;577071.9564;5329455.94
Württembergische Flurkarten;SO 03965;577071.9564;5329455.94;577071.2823;5330601.155;578216.5668;5330601.814;578217.2392;5329456.603
Württembergische Flurkarten;SO 03966;578217.2392;5329456.603;578216.5668;5330601.814;579361.8498;5330602.474;579362.5218;5329457.263
Württembergische Flurkarten;SO 03967;579362.5218;5329457.263;579361.8498;5330602.474;580507.1416;5330603.135;580507.8067;5329457.918
Württembergische Flurkarten;SO 03968;580507.8067;5329457.918;580507.1416;5330603.135;581652.4484;5330603.801;581653.1011;5329458.581
Württembergische Flurkarten;SO 03969;581653.1011;5329458.581;581652.4484;5330603.801;582797.7648;5330604.463;582798.4082;5329459.255
Württembergische Flurkarten;SO 03970;582798.4082;5329459.255;582797.7648;5330604.463;583943.0637;5330605.216;583943.696;5329459.936
Württembergische Flurkarten;SO 03971;583943.696;5329459.936;583943.0637;5330605.216;585088.3528;5330605.812;585089;5329460.583
Württembergische Flurkarten;SO 04005;508358.4086;5328270.725;508357.7742;5329415.688;509502.9327;5329416.441;509503.6081;5328271.458
Württembergische Flurkarten;SO 04006;509503.6081;5328271.458;509502.9327;5329416.441;510647.9411;5329417.302;510648.7904;5328272.171
Württembergische Flurkarten;SO 04007;510648.7904;5328272.171;510647.9411;5329417.302;511793.099;5329417.906;511793.8351;5328272.871
Württembergische Flurkarten;SO 04008;511793.8351;5328272.871;511793.099;5329417.906;512938.139;5329418.709;512938.8348;5328273.659
Württembergische Flurkarten;SO 04009;512938.8348;5328273.659;512938.139;5329418.709;514083.5662;5329419.312;514084.0535;5328274.463
Württembergische Flurkarten;SO 04011;515229.2783;5328275.129;515229.012;5329419.917;516374.0499;5329420.738;516374.4651;5328275.775
Württembergische Flurkarten;SO 01610;514068.3457;5355758.974;514067.7064;5356904.182;515212.9136;5356904.849;515213.5542;5355759.656
Württembergische Flurkarten;SO 01822;527812.266;5353476.641;527811.6021;5354621.844;528956.8247;5354622.511;528957.4802;5353477.31
Württembergische Flurkarten;SO 01823;528957.4802;5353477.31;528956.8247;5354622.511;530102.0495;5354623.174;530102.6959;5353477.964
Württembergische Flurkarten;SO 01824;530102.6959;5353477.964;530102.0495;5354623.174;531247.2722;5354623.842;531247.9408;5353478.64
Württembergische Flurkarten;SO 01825;531247.9408;5353478.64;531247.2722;5354623.842;532392.4896;5354624.497;532393.1556;5353479.29
Württembergische Flurkarten;SO 01826;532393.1556;5353479.29;532392.4896;5354624.497;533537.7135;5354625.192;533538.3861;5353479.972
Württembergische Flurkarten;SO 01827;533538.3861;5353479.972;533537.7135;5354625.192;534682.944;5354625.851;534683.6076;5353480.632
Württembergische Flurkarten;SO 01828;534683.6076;5353480.632;534682.944;5354625.851;535828.1706;5354626.518;535828.8412;5353481.293
Württembergische Flurkarten;SO 01829;535828.8412;5353481.293;535828.1706;5354626.518;536973.393;5354627.167;536974.0687;5353481.962
Württembergische Flurkarten;SO 01830;536974.0687;5353481.962;536973.393;5354627.167;538118.6313;5354627.828;538119.3028;5353482.616
Württembergische Flurkarten;SO 01831;538119.3028;5353482.616;538118.6313;5354627.828;539263.8704;5354628.484;539264.5304;5353483.28
Württembergische Flurkarten;SO 01832;539264.5304;5353483.28;539263.8704;5354628.484;540409.0989;5354629.141;540409.7619;5353483.935
Württembergische Flurkarten;SO 01833;540409.7619;5353483.935;540409.0989;5354629.141;541554.3325;5354629.815;541555.0085;5353484.598
Württembergische Flurkarten;SO 01834;541555.0085;5353484.598;541554.3325;5354629.815;542699.5682;5354630.475;542700.231;5353485.257
Württembergische Flurkarten;SO 01835;542700.231;5353485.257;542699.5682;5354630.475;543844.7948;5354631.136;543845.4566;5353485.92
Württembergische Flurkarten;SO 01836;543845.4566;5353485.92;543844.7948;5354631.136;544990.0244;5354631.817;544990.6909;5353486.603
Württembergische Flurkarten;SO 01837;544990.6909;5353486.603;544990.0244;5354631.817;546135.2565;5354632.497;546135.9252;5353487.272
Württembergische Flurkarten;SO 01838;546135.9252;5353487.272;546135.2565;5354632.497;547280.4865;5354633.162;547281.1578;5353487.932
Württembergische Flurkarten;SO 01839;547281.1578;5353487.932;547280.4865;5354633.162;548425.7248;5354633.828;548426.3849;5353488.598
Württembergische Flurkarten;SO 01840;548426.3849;5353488.598;548425.7248;5354633.828;549570.9365;5354634.491;549571.6114;5353489.272
Württembergische Flurkarten;SO 01841;549571.6114;5353489.272;549570.9365;5354634.491;550716.1586;5354635.161;550716.8448;5353489.948
Württembergische Flurkarten;SO 01842;550716.8448;5353489.948;550716.1586;5354635.161;551861.4073;5354635.828;551862.0793;5353490.621
Württembergische Flurkarten;SO 01843;551862.0793;5353490.621;551861.4073;5354635.828;553006.6683;5354636.504;553007.3237;5353491.294
Württembergische Flurkarten;SO 01844;553007.3237;5353491.294;553006.6683;5354636.504;554151.9115;5354637.16;554152.568;5353491.956
Württembergische Flurkarten;SO 01845;554152.568;5353491.956;554151.9115;5354637.16;555297.1578;5354637.844;555297.8272;5353492.637
Württembergische Flurkarten;SO 01846;555297.8272;5353492.637;555297.1578;5354637.844;556442.4181;5354638.512;556443.0775;5353493.312
Württembergische Flurkarten;SO 01847;556443.0775;5353493.312;556442.4181;5354638.512;557587.6706;5354639.179;557588.3408;5353493.984
Württembergische Flurkarten;SO 01848;557588.3408;5353493.984;557587.6706;5354639.179;558732.9282;5354639.832;558733.6109;5353494.637
Württembergische Flurkarten;SO 01849;558733.6109;5353494.637;558732.9282;5354639.832;559878.1992;5354640.499;559878.8753;5353495.306
Württembergische Flurkarten;SO 01850;559878.8753;5353495.306;559878.1992;5354640.499;561023.4542;5354641.171;561024.1253;5353495.966
Württembergische Flurkarten;SO 01851;561024.1253;5353495.966;561023.4542;5354641.171;562168.7122;5354641.859;562169.3844;5353496.641
Württembergische Flurkarten;SO 01852;562169.3844;5353496.641;562168.7122;5354641.859;563313.9621;5354642.527;563314.6405;5353497.317
Württembergische Flurkarten;SO 01853;563314.6405;5353497.317;563313.9621;5354642.527;564459.2277;5354643.188;564459.8942;5353497.965
Württembergische Flurkarten;SO 01854;564459.8942;5353497.965;564459.2277;5354643.188;565604.4919;5354643.866;565605.1782;5353498.645
Württembergische Flurkarten;SO 02031;538120.624;5351192.209;538119.9515;5352337.408;539265.1881;5352338.074;539265.8575;5351192.856
Württembergische Flurkarten;SO 02032;539265.8575;5351192.856;539265.1881;5352338.074;540410.425;5352338.733;540411.0982;5351193.531
Württembergische Flurkarten;SO 02033;540411.0982;5351193.531;540410.425;5352338.733;541555.659;5352339.395;541556.3065;5351194.183
Württembergische Flurkarten;SO 02034;541556.3065;5351194.183;541555.659;5352339.395;542700.8746;5352340.058;542701.5332;5351194.838
Württembergische Flurkarten;SO 02035;542701.5332;5351194.838;542700.8746;5352340.058;543846.12;5352340.718;543846.7714;5351195.495
Württembergische Flurkarten;SO 02036;543846.7714;5351195.495;543846.12;5352340.718;544991.3548;5352341.379;544992.0041;5351196.175
Württembergische Flurkarten;SO 02037;544992.0041;5351196.175;544991.3548;5352341.379;546136.5837;5352342.059;546137.2424;5351196.843
Württembergische Flurkarten;SO 02038;546137.2424;5351196.843;546136.5837;5352342.059;547281.8094;5352342.731;547282.4736;5351197.508
Württembergische Flurkarten;SO 02039;547282.4736;5351197.508;547281.8094;5352342.731;548427.0482;5352343.396;548427.7078;5351198.188
Württembergische Flurkarten;SO 02040;548427.7078;5351198.188;548427.0482;5352343.396;549572.285;5352344.066;549572.9425;5351198.855
Württembergische Flurkarten;SO 02041;549572.9425;5351198.855;549572.285;5352344.066;550717.5246;5352344.743;550718.1927;5351199.531
Württembergische Flurkarten;SO 02042;550718.1927;5351199.531;550717.5246;5352344.743;551862.7543;5352345.413;551863.4297;5351200.204
Württembergische Flurkarten;SO 02043;551863.4297;5351200.204;551862.7543;5352345.413;553008.0112;5352346.084;553008.687;5351200.879
Württembergische Flurkarten;SO 02044;553008.687;5351200.879;553008.0112;5352346.084;554153.2612;5352346.758;554153.9282;5351201.548
Württembergische Flurkarten;SO 02045;554153.9282;5351201.548;554153.2612;5352346.758;555298.5116;5352347.414;555299.1822;5351202.206
Württembergische Flurkarten;SO 02046;555299.1822;5351202.206;555298.5116;5352347.414;556443.764;5352348.094;556444.4346;5351202.865
Württembergische Flurkarten;SO 02047;556444.4346;5351202.865;556443.764;5352348.094;557589.0195;5352348.766;557589.6845;5351203.543
Württembergische Flurkarten;SO 02048;557589.6845;5351203.543;557589.0195;5352348.766;558734.2703;5352349.429;558734.944;5351204.21
Württembergische Flurkarten;SO 02049;558734.944;5351204.21;558734.2703;5352349.429;559879.5387;5352350.1;559880.2014;5351204.884
Württembergische Flurkarten;SO 02050;559880.2014;5351204.884;559879.5387;5352350.1;561024.79;5352350.76;561025.4619;5351205.558
Württembergische Flurkarten;SO 02051;561025.4619;5351205.558;561024.79;5352350.76;562170.0507;5352351.436;562170.7104;5351206.224
Württembergische Flurkarten;SO 02052;562170.7104;5351206.224;562170.0507;5352351.436;563315.31;5352352.104;563315.9758;5351206.898
Württembergische Flurkarten;SO 02053;563315.9758;5351206.898;563315.31;5352352.104;564460.5737;5352352.77;564461.2482;5351207.562
Württembergische Flurkarten;SO 02054;564461.2482;5351207.562;564460.5737;5352352.77;565605.839;5352353.438;565606.505;5351208.226
Württembergische Flurkarten;SO 02055;565606.505;5351208.226;565605.839;5352353.438;566751.1185;5352354.108;566751.7817;5351208.894
